"text","text","best_surface2_id"
"professor","teach college","504963"
"profile","face book","476786"
"profit","jesus","984"
"profit","make money","11551"
"profit","money","25328"
"profit","much money","25328"
"profit","business","31899"
"profit","monetary gain","38087"
"profit","loss","41275"
"profit","earnings","46962"
"profit","benefit","47298"
"profit","company","51586"
"profit","sale","54734"
"profit","win","60819"
"profit","economics","90658"
"profit","sell","96698"
"profit","extra money","101999"
"profit","stock","123131"
"profit","gain money","172381"
"profit","stop","214315"
"profit","cost","269275"
"profit","revenue","276635"
"profit","net","403574"
"profit","sound like","405822"
"profit","type","406100"
"profit","company money","411249"
"profit","financial gain","414001"
"profit","margin","420412"
"profit","money make","421088"
"profit","net gain","421741"
"profit","net income","421742"
"profit","wage","431256"
"profit","investment return","451919"
"profit","monetary","456886"
"profit","money business","456913"
"profit","money gain","456940"
"profit","business income","476503"
"profit","positive income","491303"
"profit","positive money","491305"
"profit","successful business","499303"
"profit","total money","499458"
"profit","gain","499686"
"profit","company turnover","503683"
"profit","gross net","504051"
"profit","net gross","504455"
"profit","net intake","504456"
"profit","after expenditure","508423"
"profiteer","engineer","275210"
"programme","computer","481"
"programme","gram","448362"
"programme","grammy","498075"
"progress","move forward","67354"
"progress","improvement","81918"
"progress","achieve goal","190544"
"progress","new improve","504457"
"projectile","vomit","29578"
"projectile","arrow","329370"
"projectile","thrown object","429579"
"projectile","bullet","453778"
"promenade","pomegranate","498812"
"promise","swear","43158"
"promise","secret","160162"
"promise","vow","424390"
"promise","oath","429195"
"promise","covenant","441396"
"promise","pinky swear","462670"
"promise","cross heat","503727"
"promotion","work","40636"
"promotion","move up","128672"
"propeller","plane","92"
"propeller","airplane","4963"
"propeller","cross","216490"
"propeller","old plane","253375"
"propeller","three prong","429546"
"propeller","plane engine","498777"
"proper","correct","12340"
"proper","appropriate","145482"
"proper","crop","404037"
"proper","manner","408387"
"proper","prim","424786"
"property","money","1416"
"property","house","1450"
"property","home","1645"
"property","land","9357"
"property","building","28038"
"property","anything","28424"
"property","real estate","56435"
"property","ground","70106"
"property","plot","79525"
"property","yours","160852"
"property","place","180464"
"property","mortgage","182038"
"property","ownership","217667"
"property","personal","404597"
"property","belong","408740"
"property","everything own","413346"
"property","land ownership","418498"
"property","legal term","418796"
"property","house land","450512"
"property","own","461565"
"property","estate land","503871"
"prophet","jesus","984"
"prophet","bible","59616"
"prophet","fortune teller","484402"
"prophet","jesus twelve","504206"
"prophet","religious oracle","504703"
"propose","ring","8960"
"propose","marriage","37048"
"propose","porpoise","82187"
"propose","marry","140930"
"propose","offer","206746"
"propose","fiance","318158"
"propose","ask marriage","407835"
"propose","engagement request","413223"
"propose","become engage","503432"
"propose","engagement","503861"
"propose","engagement marry","509009"
"proprietor","owner","28720"
"proprietor","shop owner","466934"
"protect","parent","744"
"protect","police","776"
"protect","security","4870"
"protect","safety","29289"
"protect","save","39580"
"protect","defend","130983"
"protect","defence","155765"
"protect","secure","216358"
"protect","provide","411192"
"protect","serve","434683"
"protect","care","439088"
"protect","guard","453989"
"protect","take care","470133"
"protect","cop","503700"
"protect","no hurt","504473"
"protection","shield","330471"
"protest","anger","1610"
"protest","war","5313"
"protest","peace","6448"
"protest","sixty","23179"
"protest","pickett","27297"
"protest","hippie","33381"
"protest","profound","35623"
"protest","demonstration","36084"
"protest","picket sign","41980"
"protest","right","52822"
"protest","politics","56869"
"protest","disagreement","61892"
"protest","several person","99553"
"protest","political","149007"
"protest","mob","164040"
"protest","revolution","169899"
"protest","crowd","208150"
"protest","mad person","235354"
"protest","street","296710"
"protest","complaint","323772"
"protest","large group","405034"
"protest","against","406913"
"protest","angry crowd","407463"
"protest","antiwar rally","407599"
"protest","person gather","423871"
"protest","person march","423886"
"protest","picket line","424082"
"protest","picket","424085"
"protest","march","433014"
"protest","angry mob","434723"
"protest","civil unrest","439997"
"protest","march against","455888"
"protest","object","460231"
"protest","organize objection","461249"
"protest","peace hippie","462068"
"protest","rally","464284"
"protest","tibetan","471071"
"protest","public gather","477611"
"protest","sixty march","493326"
"protest","test pro","494992"
"protest","con","496774"
"protest","huge crowd","498222"
"protest","riot","498943"
"protest","sign post","499091"
"protest","vietnam agitator","499532"
"protest","worker line","499654"
"protest","demonstrator","503765"
"protest","war politics","505116"
"protest","crowd anger","508884"
"protest","crowd demonstration","508885"
"protest","strike","574127"
"prove","taste","16394"
"prove","demonstrate","87713"
"prove","confirm","231120"
"prove","worth","406507"
"prove","proof","454218"
"prove","demonstrate conclusively","503764"
"prove","show oneself","504821"
"provide","support","36149"
"provide","family","56930"
"provide","offer","301287"
"provide","give","429834"
"provide","supply","477918"
"proxy","stock vote","504909"
"prune","cut","8031"
"prune","dry plum","443136"
"psalm","prayer","40760"
"psalm","bible","60554"
"psychologist","mental problem","53202"
"psychologist","shrink","508398"
"psychology","mind","24315"
"psychology","human mind","459389"
"public","many person","185"
"public","private","7021"
"public","open","12450"
"public","audience","39295"
"public","person","60790"
"public","uppercase bug","430859"
"public","everyone know","503877"
"public","general","504985"
"puck","disc","271060"
"pudding","cream","22843"
"pudding","jello","101627"
"puddle","pool","46457"
"puddle","street","451432"
"puddle","tiny pond","499436"
"pugilist","pugnacious","498851"
"pull","door","21019"
"pull","open door","155830"
"pull","grab","190382"
"pull","grunt","231312"
"pull","rip","250245"
"pull","plus","294537"
"pull","jerk","406552"
"pull","tug","430394"
"pull","door open","503806"
"pulpit","church","965"
"pulpit","podium","414168"
"pump","tire","22854"
"pump","water hose","505128"
"punch","juice","20091"
"punch","hit","41793"
"punch","swing","61809"
"punch","fist","131911"
"punch","box","201913"
"punch","glove","404773"
"punch","hit hard","485973"
"punch","wham","499581"
"punch","kick","504233"
"punishment","school","76"
"punishment","consequence","7652"
"punishment","criminal","10752"
"punishment","spank","16496"
"punishment","prison","22206"
"punishment","sin","31338"
"punishment","penalty","31954"
"punishment","jail time","32249"
"punishment","praise","33824"
"punishment","jail","46911"
"punishment","bad","114271"
"punishment","time out","164602"
"punishment","wrongdoing","259696"
"punishment","bad behavior","408089"
"punishment","corporal","411489"
"punishment","crime","411738"
"punishment","crime consequence","441565"
"punishment","crime penalty","441569"
"punishment","wrong","442925"
"punishment","detention","453876"
"punishment","revenge","454259"
"punishment","whip","474860"
"punishment","punch mint","498856"
"punishment","spanking","499239"
"punishment","flog","503946"
"pup","dog","564"
"pup","tent","37869"
"pup","baby","271251"
"pup","young dog","280373"
"pupil","student","9976"
"puppy","small","9459"
"puppy","baby dog","285810"
"puppy","small dog","402846"
"purpose","why","6194"
"purpose","inspiration","22417"
"purpose","goal","28007"
"purpose","reason","164822"
"purpose","motive","406521"
"purpose","objective","504439"
"push","button","7234"
"push","action","28416"
"push","fight","52801"
"push","shove","426853"
"push","force movement","503960"
"put","golf","1295"
"put","take","163165"
"put","mutt","167369"
"put","short","243818"
"put","golf stroke","415612"
"put","set down","426493"
"put","place","429920"
"put","golf shoot","448113"
"put","lay","452825"
"put","cut","453865"
"put","but","453970"
"put","poke","459395"
"put","golf somewhat","504034"
"put","olympics shoot","504510"
"puzzle","jigsaw","177039"
"puzzle","picture","177098"
"pyramid","triangle","274716"
"python","big snake","404230"
"python","boa","508376"
"python","anaconda","508449"
"quack","duck","8972"
"quack","duck sound","412781"
"quack","sound duck","499213"
"quail","duck","8972"
"quail","pheasant","163600"
"quail","small bird","274654"
"quail","small chicken","493520"
"quail","feather head","497900"
"quail","other bird","504523"
"quake","tremor","227442"
"quake","id software","498230"
"quality","good","3086"
"quality","condition","41278"
"quality","value","50097"
"quality","product","132887"
"quality","high value","252347"
"quality","goodness","272357"
"quality","worth","406507"
"quality","how good","417136"
"quality","well make","431622"
"quality","number","460149"
"quality","workmanship","475668"
"quality","assurance","476376"
"quality","like quantity","498379"
"quality","quantity","498379"
"quality","quail tee","498866"
"quality","wall itchy","499540"
"quality","good material","504036"
"quality","goodness level","504038"
"quality","make well","504310"
"quality","poorly make","504619"
"quality","product fitness","504651"
"quality","six sigma","504837"
"quantity","amount","30939"
"quantity","item","63355"
"quantity","quaint","88219"
"quantity","measurement","121421"
"quantity","how much","404924"
"quantity","quality","500503"
"quarrel","argument","402827"
"quart","measurement","121421"
"quarter","silver","15898"
"quarter","half","318784"
"queen","elizabeth","2187"
"queen","woman","9652"
"queen","royalty","53484"
"queen","king","81937"
"queen","king wife","418348"
"queen","royal family","492416"
"queen","king woman","504241"
"question","sentence","6244"
"question","statement","20197"
"question","get information","34269"
"question","curiosity","39185"
"question","curly","63313"
"question","test","103595"
"question","answer","103793"
"question","ask","203345"
"question","symbol","272098"
"question","quiz","280051"
"question","lessen","418879"
"question","squiggle dot","428149"
"question","before answer","436514"
"question","query","464094"
"question","guess tin","498118"
"question","need answer","504452"
"question","curly dot","508897"
"quick","fast","18211"
"quick","speed","25851"
"quick","rapid","413709"
"quick","swift","425071"
"quickness","nest","1470"
"quiet","library","71"
"quiet","silence","780"
"quiet","sound","10335"
"quiet","whisper","48593"
"quiet","noise","49730"
"quiet","silent","64328"
"quiet","no sound","70638"
"quiet","shh","405666"
"quiet","no noise","422109"
"quiet","peace","423779"
"quiet","almost silent","503335"
"quill","ink","5182"
"quill","pen","46859"
"quill","feather","144086"
"quill","porcupine","463254"
"quill","old write","489981"
"quilt","patch","80445"
"quilt","patchwork","423727"
"quite","very","406454"
"quite","anagram quiet","434582"
"quite","quiet","454230"
"quite","quiet scramble","498875"
"quiver","pipe","454187"
"quiver","hold arrow","504133"
"rabbi","priest jewish","504639"
"rabbit","bug","6312"
"rabbit","animal","7158"
"rabbit","long ear","17229"
"rabbit","carrot","19839"
"rabbit","hop","24860"
"rabbit","squirrel","53866"
"rabbit","roger","92271"
"rabbit","peter","99033"
"rabbit","big ear","146491"
"rabbit","easter","217684"
"rabbit","bunny","280394"
"rabbit","hare","403964"
"rabbit","fluffy tail","404674"
"rabbit","small animal","405717"
"rabbit","bug bunny","409795"
"rabbit","rapid","413709"
"rabbit","lucky foot","419881"
"rabbit","eat carrot","443524"
"rabbit","rabid","454235"
"rabbit","small furry","467773"
"rabbit","magician hat","504313"
"race","horse","1575"
"race","car","3003"
"race","win","10672"
"race","run","12403"
"race","speed","25851"
"race","olympics","313327"
"race","run fast","425967"
"race","thoroughbred","495125"
"racket","tennis","8857"
"racket","mesh","420730"
"radio","music","569"
"radio","television","27697"
"radio","broadcast music","288462"
"radio","fm","445921"
"radio","music listen","504434"
"raid","police","776"
"rail","train","30775"
"rail","bar","163929"
"rail","two line","247858"
"rail","pole","275832"
"rail","endlessly long","509007"
"railroad","pennsylvania","2404"
"railroad","train","30775"
"railroad","train track","175799"
"railroad","long version","419658"
"rain","weather","1369"
"rain","water","1843"
"rain","snow","6152"
"rain","cloud","7342"
"rain","wet","11011"
"rain","thing","11122"
"rain","fall","12332"
"rain","clear","27398"
"rain","precipitation","30022"
"rain","sky","30431"
"rain","drop","38303"
"rain","shower","42218"
"rain","storm","47865"
"rain","fall water","226219"
"rain","umbrella","274591"
"rain","droplet","404540"
"rain","sky water","405708"
"rain","water drop","406167"
"rain","liquid snow","419402"
"rain","water fall","431424"
"rain","water sky","431473"
"rain","wet snow","431647"
"rain","water pour","499556"
"rain","storm cloud","504921"
"raise","barn","6180"
"raise","money","25328"
"raise","boss","38105"
"raise","lift","57424"
"raise","big paycheck","408979"
"raise","elevate","443844"
"raise","lower","471640"
"raise","single verb","499108"
"raise","work compensation","505170"
"rake","garden","24139"
"rake","fork","30446"
"rake","gather leave","503991"
"ram","male sheep","208884"
"ramp","jump","21935"
"ramrod","load cannon","504296"
"ranch","horse","1575"
"ranch","white","6542"
"ranch","cowboy","6639"
"ranch","farm","24133"
"ranch","dude","172465"
"ranch","salad dress","228265"
"ranch","big farm","437021"
"ranch","farmer land","483662"
"ranch","hidden valley","504120"
"range","area","2183"
"range","shoot","11449"
"range","mountain","22958"
"range","stove","42897"
"range","sane","46313"
"range","distance","94777"
"range","between","404189"
"range","home","404898"
"range","home home","450198"
"range","interval","451884"
"range","shoot place","466927"
"range","gun area","504063"
"range","shoot practice","504818"
"range","viewfinder","505099"
"range","weaponry","505135"
"rank","file","5385"
"rank","army","23858"
"rank","military","37466"
"rank","score","84548"
"rank","status","158577"
"rank","type","406099"
"rank","military stand","456672"
"rank","race result","498877"
"rank","army hierarchy","503377"
"rap","nothing","479"
"rap","music","569"
"rap","black person","24111"
"rap","spoken","30868"
"rap","bad music","161707"
"rap","hip hop","404891"
"rap","snoop dog","405797"
"rap","black music","409145"
"rap","gangster","415198"
"rap","ghetto","447710"
"rap","fifty cent","497913"
"rap","african american","503314"
"rap","beat box","508540"
"rapid","rabbit","10300"
"rapid","river","27937"
"rapid","abstract","94768"
"rapid","transit","177810"
"rapid","quick","191443"
"rash","red","7337"
"rash","itch","42180"
"rash","skin","44015"
"rash","eruption","413295"
"rash","diaper issue","508946"
"raspberry","red","7337"
"raspberry","juice","20091"
"raspberry","blue purple","409239"
"raspberry","red fruit","425334"
"raspberry","small red","427461"
"raspberry","blackberry","500485"
"rat","mouse","2165"
"rat","rodent","17251"
"rat","big gerbil","508590"
"rate","speed","25851"
"rate","loan","37433"
"rate","velocity","212223"
"rate","price","404410"
"rate","ex","419080"
"rate","percentage","423932"
"rate","pg","454177"
"rather","than","429275"
"rather","instead","451797"
"rather","much","454125"
"rather","prefer","463466"
"ration","daily food","441900"
"ration","army food","503376"
"rattle","club","4628"
"rattle","snake make","499178"
"rattle","poisonous snake","500833"
"rattlesnake","rope","2882"
"rattlesnake","bite","119429"
"rattlesnake","make noise","282545"
"rattlesnake","coil","405175"
"rattlesnake","rattle","498158"
"rattlesnake","sidewinder","499088"
"rattlesnake","poisonous critter","504612"
"rattlesnake","big worm","508609"
"raw","meat","2110"
"raw","sushi","8260"
"raw","red meat","44241"
"ray","light","1945"
"ray","sunshine","30732"
"ray","sun beam","499308"
"raze","razor","454243"
"reach","hand","2624"
"reach","far away","18287"
"reach","rudeness","25669"
"reach","level","55064"
"reach","arm","71019"
"reach","stretch","115077"
"reach","arm length","435148"
"reach","extend","444531"
"reach","grab","448312"
"reach","stretch arm","469402"
"reach","arm distance","503374"
"reach","stretch hand","504925"
"reach","extend arm","509034"
"reaction","chemical process","439566"
"reaction","act again","508415"
"read","school","76"
"read","study","125"
"read","text","7805"
"read","monopoly","8948"
"read","cat","10919"
"read","look","11815"
"read","understand","25243"
"read","literacy","28865"
"read","english","30867"
"read","breed","50902"
"read","watch","57657"
"read","magazine","75801"
"read","comprehension","132362"
"read","seed","166127"
"read","turn page","193243"
"read","adjective","275242"
"read","verb","277069"
"read","book magazine","409417"
"read","use eye","430894"
"read","use book","430946"
"read","book","432059"
"read","write arithmetic","432404"
"read","book look","437799"
"read","book verb","437833"
"read","book article","437839"
"read","book newspaper","437849"
"read","peruse book","462417"
"read","write","475816"
"read","homophone reed","498209"
"read","parse","498718"
"read","stare book","499271"
"read","watch book","499554"
"read","eye scan","500278"
"read","type","500510"
"read","consume book","503695"
"read","book glance","508657"
"ready","preparedness","16223"
"ready","prepare","130970"
"ready","steady go","428347"
"ready","set go","466539"
"ready","run race","504747"
"real","false","2406"
"real","true","11729"
"real","fact","21933"
"real","truth","34084"
"real","imaginary","35627"
"real","exist","39660"
"real","big brother","276907"
"real","authentic","407952"
"real","genuine","447590"
"real","actual existence","503307"
"reality","realty","454245"
"reality","true life","472518"
"realize","understand","2115"
"realize","sudden understand","469629"
"realize","sudden epiphany","494518"
"really","lot","17571"
"really","very","406454"
"really","reality","451365"
"really","reel lee","498926"
"reap","farm","51075"
"reaper","death","1042"
"reaper","grim","448599"
"reaper","halloween costume","485489"
"reaper","death person","503754"
"rear","end","23224"
"rear","behind","403859"
"rear","bum","499694"
"reason","why","6194"
"reason","think","32087"
"reason","logic","76214"
"reason","explain","88737"
"reason","intuition","155073"
"reason","answer","184840"
"reason","cause","186119"
"reason","raisin","287183"
"reason","make sense","488216"
"reason","raise","498884"
"rebel","outlaw","461400"
"recall","remember","23061"
"recall","take back","470129"
"receipt","purchase","323683"
"receive","christmas","4889"
"receive","something","12421"
"receive","get","12421"
"receive","present","24259"
"receive","believe","26515"
"receive","give","64864"
"receive","gift","74105"
"receive","ship","180623"
"receive","deliver","213621"
"receive","accept","403905"
"receive","take","430004"
"receive","get from","484864"
"receive","re","491860"
"recent","time","2869"
"recent","new","24186"
"recent","past","41864"
"recent","currently","411908"
"recent","soon","468429"
"recent","soon ago","504883"
"receptacle","acceptable","270194"
"reciprocal","feeling","2992"
"reciprocal","reciprocate","454247"
"recognition","get realize","498039"
"recognize","see","28000"
"recognize","notice","189962"
"recognize","cognition","253465"
"recognize","cognizant","404409"
"recognize","familiarity","413618"
"recognize","remember face","464770"
"recollection","recall","439"
"recollection","collect again","440465"
"record","listen","78"
"record","music","569"
"record","black","2361"
"record","frisbee","3001"
"record","sound","3078"
"record","tape","3579"
"record","flat","6173"
"record","round","8170"
"record","broken","9275"
"record","old person","11880"
"record","sport","14539"
"record","vinyl","15689"
"record","store information","34166"
"record","store","36148"
"record","old technology","38590"
"record","compact disc","44368"
"record","plate","57684"
"record","disk","68305"
"record","old fashion","72998"
"record","cd","107683"
"record","licorice","127746"
"record","keep memory","164977"
"record","posterity","176094"
"record","music storage","237991"
"record","player","263508"
"record","album","273846"
"record","seventy","282535"
"record","play music","283013"
"record","circle","296565"
"record","black plastic","298992"
"record","disc","404506"
"record","platter","405029"
"record","old cd","405354"
"record","round flat","405601"
"record","vinyl disk","406150"
"record","before tape","408649"
"record","big round","408941"
"record","black disc","409126"
"record","black disk","409127"
"record","black round","409152"
"record","large cd","418528"
"record","music album","421459"
"record","round disk","425842"
"record","round red","425861"
"record","lp","434547"
"record","before cd","436524"
"record","big cd","437141"
"record","black cd","437408"
"record","black circle","437411"
"record","black vinyl","437450"
"record","early cd","443391"
"record","flat circle","445685"
"record","write down","458099"
"record","old style","460653"
"record","round black","465385"
"record","round vinyl","465452"
"record","cassette","480782"
"record","phonograph","490811"
"record","round baby","492378"
"record","round disc","492383"
"record","vinyl platter","496120"
"record","vinyl song","496121"
"record","giant cd","498040"
"record","giant disk","498041"
"record","pizza pie","498774"
"record","win olympics","499630"
"record","album band","503325"
"record","before disk","503438"
"record","cassette tape","503589"
"record","cd tape","503600"
"record","deejay","503759"
"record","maintain datum","504315"
"record","play song","504603"
"record","sound dub","504884"
"record","world book","505174"
"record","big circle","508584"
"record","cd lp","508766"
"record","cord","508850"
"recruit","reboot","33265"
"recruit","hire","416800"
"recruit","corporate headhunt","503703"
"recruit","new soldier","504459"
"rectangle","box","287"
"rectangle","square","52701"
"rectangle","long square","419629"
"rectangle","elongate square","443863"
"rectangle","stretch square","469410"
"rectangle","wide","499618"
"rector","priest","25051"
"rector","sound out","405815"
"red","run","1195"
"red","anger","1610"
"red","stop sign","2136"
"red","pink","11656"
"red","color","17291"
"red","apple","20090"
"red","colour","21724"
"red","blood","22681"
"red","rise","35988"
"red","warning","56974"
"red","apple color","407637"
"red","orange yellow","423268"
"red","ride hood","498940"
"reduce","stretch","279"
"reduce","small","9459"
"reduce","lose weight","12221"
"reduce","size","21904"
"reduce","decrease","35631"
"reduce","little","41860"
"reduce","sale","54734"
"reduce","get small","189105"
"reduce","take away","405917"
"reduce","lower","419852"
"reduce","make little","420048"
"reduce","make small","420139"
"reduce","minus","420909"
"reduce","reuse recycle","425563"
"reduce","get little","447700"
"reduce","lessen","453474"
"reduce","price","498836"
"reduce","shrink diminish","504823"
"reduction","make small","420139"
"reed","plant","766"
"reed","instrument","2390"
"reed","tall grass","4881"
"reel","real","454244"
"refinement","gasoline","16418"
"reflection","person","1133"
"reflection","mirror","29695"
"reflection","yourself","37686"
"reflection","mirror image","420945"
"reflection","mirror picture","498516"
"reflex","knee tap","504246"
"refresh","fresh again","414894"
"refrigerator","fridge","8155"
"refrigerator","box","33797"
"refrigerator","freezer","273834"
"refrigerator","ice box","417309"
"refrigerator","kitchen ware","487125"
"refuse","decline","249482"
"refuse","accept","403905"
"refuse","say no","465908"
"refuse","turn down","472581"
"regard","esteem","164513"
"regard","give","415439"
"regard","sincerely","454331"
"regard","guard again","498117"
"regard","broadway","499442"
"register","follow cash","503954"
"register","class","503958"
"register","cash drawer","508759"
"regret","pain","2066"
"regret","forget","10277"
"regret","guilt","10501"
"regret","shame","21993"
"regret","sadness","22233"
"regret","mistake","28010"
"regret","sorrow","31002"
"regret","feel sorry","54151"
"regret","grit","80371"
"regret","remorse","103490"
"regret","sorry","174513"
"regret","repentance","248394"
"regret","rue","405604"
"regret","past action","423695"
"regret","look back","455020"
"regret","ray grate","498895"
"regret","year ago","499664"
"regret","change past","508773"
"regular","constant","6993"
"regular","normal","15793"
"regular","gasoline","16418"
"regular","simple","18018"
"regular","frequent","35543"
"regular","diet","44863"
"regulation","law","67268"
"reign","king","22605"
"rein","leather strip","498356"
"relation","family","24136"
"relation","mother","43005"
"relation","connection","185266"
"relation","mom","243214"
"relation","relative","419230"
"relation","person","475291"
"relaxation","long","25624"
"relaxation","spa","427939"
"relic","real lick","498899"
"relief","pain","2066"
"relief","volunteer worker","505105"
"religion","church","965"
"religion","god","4869"
"religion","islam","26242"
"religion","priest","27975"
"religion","faith","35528"
"religion","worship","54804"
"religion","belief","74954"
"religion","jewish","197479"
"religion","cult","272766"
"religion","christianity","278056"
"religion","catholic","329405"
"religion","general","405225"
"religion","christ","410685"
"religion","catholicism","503596"
"remain","stay","225191"
"remain","what leave","431689"
"remain","stay behind","469064"
"remark","observation","61987"
"remark","mark again","420414"
"remark","comment","432789"
"remark","snotty reply","504865"
"remedy","ram moody","498887"
"remember","recall","439"
"remember","memory","43636"
"remember","forget","51359"
"reminder","remember","37579"
"removal","haul away","504090"
"rend","money","1416"
"rend","house","24301"
"rend","buy","32464"
"rend","sell","57789"
"rend","apartment","163459"
"rend","apartments","163459"
"rend","broadway show","409697"
"rend","hire","416800"
"rend","house payment","417096"
"rend","lease","418718"
"rend","monthly bill","421152"
"rend","apartment pay","434996"
"rend","broadway play","438273"
"rend","house fee","450499"
"rend","mortgage","454126"
"rend","lend","498362"
"rend","temporary use","499369"
"rend","pay landlord","504556"
"repair","fix","216715"
"repeat","same","24762"
"repeat","echo","77771"
"repeat","redo","240421"
"repeat","say again","426170"
"repeat","again","442779"
"repeat","reiterate","498928"
"repeat","action again","503304"
"repeat","many","508960"
"reply","play","382"
"reply","send email","10576"
"reply","mail","16059"
"reply","email","18255"
"reply","talk","30684"
"reply","conversation","51595"
"reply","return","59466"
"reply","multiply","75471"
"reply","message","85445"
"reply","response","175403"
"reply","answer","184840"
"reply","feedback","217735"
"reply","try","241349"
"reply","mail back","268165"
"reply","deploy","273804"
"reply","send","405615"
"reply","begin re","408700"
"reply","deny","412234"
"reply","email response","413144"
"reply","request","425516"
"reply","rsvp","425906"
"reply","send back","426448"
"reply","respond","429955"
"reply","call","438796"
"reply","ply again","463032"
"reply","retort","464940"
"reply","return email","492148"
"reply","write back","497056"
"reply","fly","497967"
"reply","re subject","498896"
"reply","reed ply","498925"
"reply","ply","499204"
"reply","forward","503963"
"reply","question","505021"
"report","school","76"
"report","research","2261"
"report","wood","3328"
"report","news","3369"
"report","paper","11363"
"report","statement","20197"
"report","information","21738"
"report","journalism","25441"
"report","business","31899"
"report","measure progress","34010"
"report","datum","40211"
"report","school work","131313"
"report","type","183924"
"report","essay","328297"
"report","grade card","415740"
"report","memo","420695"
"report","tell","430007"
"report","article","453713"
"report","give feedback","504017"
"report","tell status","504970"
"report","write summary","505184"
"represent","lawyer action","504262"
"represent","behalf","504512"
"represent","state senator","504906"
"represent","congress member","508844"
"representative","person","123844"
"representative","senator","454303"
"reptile","lizard","17551"
"reptile","iguana","76342"
"reptile","amphibian","453698"
"reptile","snake lizard","504862"
"republic","democracy","29630"
"republic","government","29631"
"republic","banana","61784"
"republic","political unit","87589"
"republic","plato","293431"
"republic","political party","297017"
"republic","democratic","412225"
"republic","country","419060"
"republic","no monarch","422095"
"republic","pledge allegiance","424391"
"republic","roman","425742"
"republic","china","453813"
"republic","federation","503917"
"republic","congo","504980"
"requirement","criterion","441598"
"rescue","save","39580"
"research","search","174883"
"research","college paper","411123"
"reserve","bank","289992"
"reserve","put","425011"
"reserve","auction price","435619"
"reserve","government agreement","485128"
"reserve","save table","499006"
"reserve","serve again","499042"
"reserve","oil stockpile","504502"
"resolution","new year","421785"
"resort","beach","1474"
"resort","ski place","427135"
"resort","sunny beach","499315"
"respect","admire","30893"
"respect","admiration","32136"
"respect","kindness","33836"
"respect","honor","49040"
"respect","worship","54804"
"respect","elder","113811"
"respect","status","158577"
"respect","esteem","164513"
"respect","speck","273090"
"respect","franklin","414857"
"respect","give honor","415432"
"respect","give","498052"
"respect","mess peck","498491"
"respect","specked","499242"
"respect","young group","505197"
"rest","sit","626"
"rest","bed","1796"
"rest","wait","3311"
"rest","relaxation","4837"
"rest","relax","4993"
"rest","lie down","6535"
"rest","nice","7505"
"rest","tire","9144"
"rest","coffee break","50465"
"rest","lay down","52162"
"rest","action","64307"
"rest","recover","85541"
"rest","nap","122589"
"rest","break","182810"
"rest","holiday","203540"
"rest","recuperation","214531"
"rest","take five","429003"
"rest","time off","429646"
"rest","nap sleep","457720"
"rest","take break","470181"
"rest","remainder","470740"
"rest","gather energy","484708"
"rest","nap break","489293"
"rest","remain","498930"
"rest","sleep peace","499133"
"rest","small sleep","499168"
"rest","sleep","499689"
"rest","lie prone","504307"
"rest","work play","505172"
"rest","chill out","508786"
"restaurant","eat","1071"
"restaurant","build","11022"
"restore","story","87545"
"restore","without ration","499641"
"result","end","12490"
"result","exam","30198"
"result","test","50730"
"result","answer","103793"
"result","effect","181626"
"result","resolution","407270"
"result","outcome","423353"
"result","salt again","498999"
"result","achieve","503301"
"result","breeze salt","508671"
"retreat","military failure","498504"
"return","give","64864"
"return","bring back","409662"
"return","go back","415574"
"return","turn again","430412"
"return","come back","440621"
"return","enter key","444087"
"return","get back","447684"
"return","give back","447799"
"return","gift","453971"
"return","typewriter enter","495734"
"return","new line","498595"
"return","come","507064"
"revenge","get back","447684"
"review","read again","504691"
"revolt","riot","37139"
"revolt","anarchy","115367"
"revolt","revolution","454260"
"revolution","america","24239"
"revolution","political unrest","503193"
"revolver","go around","448032"
"reward","good work","968"
"reward","money","1416"
"reward","pay","1653"
"reward","win","10672"
"reward","success","21312"
"reward","achievement","36109"
"reward","contest","49043"
"reward","award","75350"
"reward","good job","76820"
"reward","lose item","139481"
"reward","give thank","193311"
"reward","good","217581"
"reward","prize","320126"
"reward","lose dog","419706"
"reward","money earn","421058"
"reward","wage","431256"
"reward","bounty","437944"
"reward","give back","447799"
"reward","bonus","453755"
"reward","lose find","455077"
"reward","prize money","463716"
"reward","want poster","474065"
"reward","ward again","474117"
"reward","re","496804"
"reward","find dog","497920"
"reward","find return","503928"
"reward","return property","504714"
"reward","thieve capture","505000"
"reward","want miss","505113"
"rhapsody","bohemian","409346"
"rhombus","diamond","24044"
"rhombus","mathematics","38785"
"rhombus","parallelogram","319248"
"rhombus","square","454379"
"rhombus","squish square","499265"
"rhombus","wonky rectangle","499647"
"rhombus","end bus","509003"
"rib","prime","29747"
"rib","singular","41486"
"ribbon","present tie","504631"
"rice","food","1506"
"rice","corn","4036"
"rice","kimchi","7938"
"rice","sushi","8260"
"rice","wheat","8831"
"rice","small","9459"
"rice","curry","10111"
"rice","brown","16603"
"rice","china","39302"
"rice","maggot","41391"
"rice","japan","45210"
"rice","chinese food","71913"
"rice","chinese","76432"
"rice","noodle","80443"
"rice","asia","83326"
"rice","grain","93912"
"rice","oval","95020"
"rice","pearl","114927"
"rice","steam","152045"
"rice","asian","154542"
"rice","side dish","309239"
"rice","minute","403835"
"rice","small grain","405740"
"rice","tiny grain","406015"
"rice","little piece","419475"
